job_tittle_rev,salary_estimation,min_salary_est,max_salary_est,avg_salary_est,skill_excel,skill_python,skill_sql,skill_tableau,skill_powerbi,Rating,company_name,location,state,Headquarters,company_size(emp),Founded,Type of ownership,Industry,Sector,Revenue,avg_revenue_million,min_revenue_million,max_revenue_million
"Data Analyst, Military Forecasting",50000-86000,50000,86000,68000,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,Bell Helicopter,Fort Worth,Texas,"Fort Worth, TX",5001-10000,1935,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),3500,2000,5000
Data Reporting Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,TRUE,FALSE,3.1,E Business International,Fort Worth,Texas,"Princeton, NJ",51-200,1992,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),3,1,5
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,4.4,"Infovision, Inc.",Irving,Texas,"Richardson, TX",1001-5000,1995,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Data Analyst Assistant,50000-86000,50000,86000,68000,TRUE,FALSE,FALSE,FALSE,FALSE,5,Company Confidenital,Fort Worth,Texas,"Tulsa, OK",51-200,2006,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Systems Engineer - Data Analyst (Level 3),50000-86000,50000,86000,68000,FALSE,TRUE,FALSE,FALSE,FALSE,3.8,Lockheed Martin,Fort Worth,Texas,"Bethesda, MD",> 10000,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,,
Sr. Data Analyst,50000-86000,50000,86000,68000,FALSE,TRUE,FALSE,TRUE,TRUE,2.9,Gm Financial,Fort Worth,Texas,"Fort Worth, TX",5001-10000,1992,Company - Public,Lending,Finance,$5 to $10 billion (USD),7500,5000,10000
Data/Sales Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,FALSE,FALSE,FALSE,,Samsung Hvac,Roanoke,Texas,"Roanoke, TX",51-200,,Other Organization,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable,,,
Data/Financial Analyst,35000-67000,35000,67000,51000,TRUE,FALSE,TRUE,FALSE,FALSE,1.7,"Sunset Logistics, Inc",Fort Worth,Texas,"Fort Worth, TX",51-200,,Company - Private,Transportation Management,Transportation & Logistics,$25 to $50 million (USD),37.5,25,50
Data Analyst - Intelligent Automation,35000-67000,35000,67000,51000,FALSE,FALSE,FALSE,FALSE,FALSE,4.2,Prudent Technologies & Consulting,Fort Worth,Texas,"Dallas, TX",51-200,1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),37.5,25,50
Risk Data Analyst,35000-67000,35000,67000,51000,FALSE,FALSE,TRUE,FALSE,FALSE,4.8,System Soft Technologies,Fort Worth,Texas,"Tampa, FL",201-500,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Systems Analyst - Data Conversion,35000-67000,35000,67000,51000,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,Fidelity Talentsource,Westlake,Texas,"Boston, MA",1001-5000,1986,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
"Business Analyst With Data Governance ,Idq Exp",35000-67000,35000,67000,51000,TRUE,FALSE,FALSE,FALSE,FALSE,,Sm Logics Inc,Fort Worth,Texas,"Carrollton, TX",Unknown-,,Company - Public,,,Unknown / Non-Applicable,,,
"Business Analyst With Data Governance ,Idq Exp",35000-67000,35000,67000,51000,TRUE,FALSE,FALSE,FALSE,FALSE,,Smlogics,Fort Worth,Texas,,,,,,,,,,
Data Risk Analyst: Data Modeler,35000-67000,35000,67000,51000,FALSE,FALSE,TRUE,FALSE,FALSE,4.8,System Soft Technologies,Fort Worth,Texas,"Tampa, FL",201-500,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Global Process Data Analyst,57000-70000,57000,70000,63500,FALSE,FALSE,TRUE,FALSE,FALSE,4.7,Infoquest Consulting Group,Fort Worth,Texas,"Edison, NJ",1-50,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),,,
BI Data Analyst / Specialist,57000-70000,57000,70000,63500,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,"Global Technical Talent, Llc",Westlake,Texas,"Portsmouth, NH",501-1000,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),37.5,25,50
Data Analyst,28000-52000,28000,52000,40000,TRUE,TRUE,TRUE,TRUE,FALSE,4.2,Cybercoders,Columbus,Ohio,"Irvine, CA",201-500,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,28000-52000,28000,52000,40000,FALSE,TRUE,TRUE,TRUE,FALSE,3.6,Olive,Columbus,Ohio,"Columbus, OH",201-500,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,,
Data Analyst-Quality Improvement Services,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Nationwide Children'S Hospital,Columbus,Ohio,"Columbus, OH",> 10000,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),1500,1000,2000
Data Analyst,28000-52000,28000,52000,40000,TRUE,TRUE,TRUE,TRUE,FALSE,2.9,The Paragon Group,Columbus,Ohio,"SUNDERLAND, United Kingdom",1001-5000,1985,Company - Public,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),250500,500000,1000
Fraud Data Analyst,28000-52000,28000,52000,40000,TRUE,TRUE,TRUE,TRUE,FALSE,3.5,Abercrombie & Fitch Co.,Columbus,Ohio,"New Albany, OH",> 10000,1892,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD),3500,2000,5000
Software Engineer - Data Analyst,28000-52000,28000,52000,40000,FALSE,FALSE,FALSE,FALSE,FALSE,3.9,Jpmorgan Chase,Columbus,Ohio,"New York, NY",> 10000,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,,Beacon Hill Technologies,Columbus,Ohio,,,,,,,,,,
Business Data Analyst,28000-52000,28000,52000,40000,TRUE,TRUE,TRUE,FALSE,FALSE,3.8,Dhl,Westerville,Ohio,"Bonn, Germany",> 10000,1969,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,,,
Business Analyst / Data Scientist Manager,28000-52000,28000,52000,40000,TRUE,TRUE,FALSE,TRUE,FALSE,3.6,Abbott Laboratories,Columbus,Ohio,"Abbott Park, IL",> 10000,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),,,
Jr. Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Columbus,Ohio,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Program Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,2.3,Economic And Community Development Institute,Columbus,Ohio,"Columbus, OH",1-50,,Nonprofit Organization,Lending,Finance,$5 to $10 million (USD),7.5,5,10
Business Data Analyst - I,28000-52000,28000,52000,40000,FALSE,FALSE,FALSE,FALSE,FALSE,2.5,"Avacend, Inc.",Hilliard,Ohio,"Alpharetta, GA",51-200,,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Planning Analyst - Data Resource Center,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Nationwide Children'S Hospital,Columbus,Ohio,"Columbus, OH",> 10000,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),1500,1000,2000
Data Analyst,28000-52000,28000,52000,40000,FALSE,FALSE,TRUE,FALSE,FALSE,2.8,Data Systems Integration Group Inc,Columbus,Ohio,"Dublin, OH",1-50,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),,,
Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Columbus,Ohio,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Jr. Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,3.4,Buckeye Health Plan,Columbus,Ohio,"Columbus, OH",1001-5000,2004,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,4.5,Beacon Hill Staffing Group,Columbus,Ohio,"Boston, MA",501-1000,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Jr. Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,3.4,Buckeye Community Health Plan,Columbus,Ohio,"Dayton, OH",51-200,,Company - Private,,,$5 to $10 million (USD),7.5,5,10
Financial Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,FALSE,FALSE,FALSE,,"Aspen Careers, Llc",Columbus,Ohio,,,,,,,,,,
Data Validation Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,FALSE,FALSE,FALSE,5,Revel It,Dublin,Ohio,"Dublin, OH",201-500,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Data Analyst,28000-52000,28000,52000,40000,FALSE,FALSE,FALSE,FALSE,TRUE,4.5,"Unicon International, Inc",Columbus,Ohio,"Los Angeles, CA",1-50,,Company - Private,,,$1 to $5 million (USD),3,1,5
"Jpsc-7975 - Data Analyst Lead- Columbus, Oh (Local Candidates Only)",28000-52000,28000,52000,40000,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,Avani Technology Solutions,Columbus,Ohio,"Rochester, NY",501-1000,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Data Statistics Analyst Pfk - Care Coordination,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Nationwide Children'S Hospital,Columbus,Ohio,"Columbus, OH",> 10000,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),1500,1000,2000
Jr. Data Analyst,28000-52000,28000,52000,40000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Columbus,Ohio,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Analyst: Data Analytics,28000-52000,28000,52000,40000,FALSE,TRUE,TRUE,FALSE,FALSE,2.5,"Avacend, Inc.",Hilliard,Ohio,"Alpharetta, GA",51-200,,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Information Security And Data Protection Analyst,28000-52000,28000,52000,40000,FALSE,FALSE,FALSE,FALSE,FALSE,4,"Amyx, Inc.",Columbus,Ohio,"Reston, VA",501-1000,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Technical Data Analyst,28000-52000,28000,52000,40000,FALSE,FALSE,TRUE,FALSE,FALSE,4.5,"Dedicated Tech Services, Inc.",Dublin,Ohio,"Columbus, OH",1-50,2008,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),3,1,5
"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, Oh",28000-52000,28000,52000,40000,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,Abbott,Columbus,Ohio,"Abbott Park, IL",> 10000,1888,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),,,
Accounting Data Analyst / Implementation Specialist,46000-86000,46000,86000,66000,FALSE,FALSE,TRUE,FALSE,FALSE,,"Marker, Inc.",Columbus,Ohio,"Old Bridge, NJ",Unknown-,,Company - Private,,,Unknown / Non-Applicable,,,
Information Security And Data Protection Analyst,46000-86000,46000,86000,66000,FALSE,FALSE,FALSE,FALSE,FALSE,,"Amyx, Iinc.",Columbus,Ohio,,,,,,,,,,
Sr. Data Analyst,46000-86000,46000,86000,66000,TRUE,FALSE,TRUE,FALSE,FALSE,3.4,Buckeye Community Health Plan,Columbus,Ohio,"Dayton, OH",51-200,,Company - Private,,,$5 to $10 million (USD),7.5,5,10
Sr. Data Analyst,46000-86000,46000,86000,66000,TRUE,FALSE,TRUE,FALSE,FALSE,3.4,Buckeye Health Plan,Columbus,Ohio,"Columbus, OH",1001-5000,2004,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,,
Data Statistics Analyst Pfk Care Coordination,46000-86000,46000,86000,66000,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Nationwide Childrens Hospital,Columbus,Ohio,"Columbus, OH",> 10000,1892,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),1500,1000,2000
Sr. Data Analyst,46000-86000,46000,86000,66000,FALSE,FALSE,FALSE,FALSE,FALSE,3.9,"Jpmorgan Chase Bank, N.A.",Columbus,Ohio,"New York, NY",> 10000,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),,,
Sr. Data Analyst,46000-86000,46000,86000,66000,TRUE,FALSE,FALSE,TRUE,FALSE,4.5,Creative Financial Staffing,Westerville,Ohio,"Boston, MA",201-500,1994,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),75,50,100
Analytic Consultant 4 - Data Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,TRUE,FALSE,FALSE,3.6,Wells Fargo,Charlotte,North Carolin,"San Francisco, CA",> 10000,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),,,
Operations Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,Brighthouse Financial,Charlotte,North Carolin,"Charlotte, NC",1001-5000,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,,,
Data Business Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,FALSE,FALSE,FALSE,5,Payzer,Charlotte,North Carolin,"Charlotte, NC",51-200,,Company - Private,,,Unknown / Non-Applicable,,,
Federal - Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,FALSE,FALSE,FALSE,3.9,Accenture,Charlotte,North Carolin,"Dublin, Ireland",> 10000,1989,Company - Public,Consulting,Business Services,$10+ billion (USD),,,
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,3.8,Tata Consultancy Services,Charlotte,North Carolin,"Mumbai, India",> 10000,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),,,
Marketing Data Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,TRUE,FALSE,FALSE,5,Trivest,Mooresville,North Carolin,"Coral Gables, FL",1-50,1981,Company - Private,Venture Capital & Private Equity,Finance,Unknown / Non-Applicable,,,
Jr. Data Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,FALSE,FALSE,FALSE,3.4,Pureintegration,Charlotte,North Carolin,"Herndon, VA",51-200,2004,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),17.5,10,25
Jr. Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,FALSE,FALSE,FALSE,4.1,Kforce,Charlotte,North Carolin,"Tampa, FL",> 10000,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),1500,1000,2000
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,4.1,Collabera,Charlotte,North Carolin,"Basking Ridge, NJ",> 10000,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),250500,500000,1000
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,3.9,Teksystems,Charlotte,North Carolin,"Hanover, MD",1001-5000,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Data Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,TRUE,FALSE,FALSE,3.9,Artech Llc,Charlotte,North Carolin,"Morristown, NJ",5001-10000,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Financial Data Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,TRUE,FALSE,TRUE,3.6,Randstad,Charlotte,North Carolin,"Atlanta, GA",1001-5000,,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,3.4,Matlen Silver,Charlotte,North Carolin,"Bridgewater, NJ",201-500,1980,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Data Analyst,50000-86000,50000,86000,68000,TRUE,TRUE,TRUE,FALSE,FALSE,3.6,Randstad,Charlotte,North Carolin,"Atlanta, GA",1001-5000,,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,3.8,Diversant Llc,Charlotte,North Carolin,"Red Bank, NJ",1001-5000,2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Science Analyst,50000-86000,50000,86000,68000,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,Signature Consultants,Charlotte,North Carolin,"Fort Lauderdale, FL",1001-5000,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,4.1,Sysmind Llc,Charlotte,North Carolin,"Princeton Junction, NJ",51-200,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),37.5,25,50
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,3.7,Tata Consultancy Services (North America),Charlotte,North Carolin,"New York, NY",> 10000,1968,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),,,
Business Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,3.5,Robert Half,Charlotte,North Carolin,"Menlo Park, CA",> 10000,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,FALSE,FALSE,TRUE,4.1,Kforce,Charlotte,North Carolin,"Tampa, FL",> 10000,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),1500,1000,2000
Data Business Analyst,50000-86000,50000,86000,68000,TRUE,TRUE,TRUE,FALSE,FALSE,3.9,Teksystems,Charlotte,North Carolin,"Hanover, MD",1001-5000,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Jr. Data Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Charlotte,North Carolin,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,4.6,"Conch Technologies, Inc",Charlotte,North Carolin,"Memphis, TN",51-200,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),7.5,5,10
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,TRUE,FALSE,3.2,Neo Prism Solutions,Charlotte,North Carolin,"Schaumburg, IL",51-200,,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),3,1,5
Data Management Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,"Teksystems, Inc",Charlotte,North Carolin,"Hanover, MD",1001-5000,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Financial Data Analyst - Full Time,50000-86000,50000,86000,68000,TRUE,FALSE,TRUE,FALSE,FALSE,,Data Bridge Consultants,Charlotte,North Carolin,,,,,,,,,,
Data Analyst,50000-86000,50000,86000,68000,TRUE,FALSE,FALSE,FALSE,FALSE,4.7,"Resource Logistics, Inc.",Charlotte,North Carolin,"Edison, NJ",51-200,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),17.5,10,25
Data Analyst,50000-86000,50000,86000,68000,FALSE,FALSE,TRUE,FALSE,FALSE,3.9,Diverse Lynx,Charlotte,North Carolin,"Princeton, NJ",501-1000,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),300,100,500
Senior Cx Data Analyst,50000-86000,50000,86000,68000,FALSE,TRUE,TRUE,FALSE,FALSE,3.2,Vanguard,Charlotte,North Carolin,"Malvern, PA",> 10000,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,,
Data Engineer/Analyst,50000-86000,50000,86000,68000,TRUE,TRUE,TRUE,TRUE,FALSE,3.3,Vaco Technology,Charlotte,North Carolin,"Brentwood, TN",501-1000,2002,Company - Private,Consulting,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Federal - Data Analyst,54000-75000,54000,75000,64500,FALSE,FALSE,FALSE,FALSE,FALSE,,Accenture Contractor Jobs,Charlotte,North Carolin,,,,,,,,,,
Quality Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Orthocarolina,Charlotte,North Carolin,"Charlotte, NC",501-1000,2005,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),300,100,500
Data Visualization Analyst,54000-75000,54000,75000,64500,TRUE,TRUE,TRUE,FALSE,FALSE,2.8,American Tire Distributors,Huntersville,North Carolin,"Huntersville, NC",1001-5000,1935,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$5 to $10 billion (USD),7500,5000,10000
Sr. Data Analyst,54000-75000,54000,75000,64500,FALSE,FALSE,TRUE,FALSE,FALSE,3.4,Ntt Data Corporation,Charlotte,North Carolin,"Tokyo, Japan",> 10000,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),,,
Hr Data Analyst,54000-75000,54000,75000,64500,FALSE,FALSE,FALSE,FALSE,FALSE,3.8,Apex Systems,Charlotte,North Carolin,"Glen Allen, VA",1001-5000,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
Data Analyst/Business Analyst,54000-75000,54000,75000,64500,TRUE,TRUE,TRUE,TRUE,FALSE,3.6,Signature Consultants,Charlotte,North Carolin,"Fort Lauderdale, FL",1001-5000,1997,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),300,100,500
Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,FALSE,FALSE,3.7,Eteam Inc.,Charlotte,North Carolin,"South Plainfield, NJ",51-200,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),75,50,100
Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,FALSE,FALSE,2,Accessone,Fort Mill,South Carolina,"Fort Mill, SC",1-50,,Company - Private,,,Less than $1 million (USD),,,
BI Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,FALSE,TRUE,FALSE,2.9,"Nesco Resource, Llc",Fort Mill,South Carolina,"Cleveland, OH",1001-5000,1956,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,TRUE,FALSE,4.1,Rgp,Charlotte,North Carolin,"Irvine, CA",1001-5000,1996,Company - Public,Consulting,Business Services,$500 million to $1 billion (USD),250500,500000,1000
Enterprise Data Office Analyst Iv,54000-75000,54000,75000,64500,FALSE,FALSE,FALSE,FALSE,FALSE,3.5,Truist,Charlotte,North Carolin,"Charlotte, NC",> 10000,2019,Company - Public,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,,
Data Analyst/ Python With Banking Experience,54000-75000,54000,75000,64500,TRUE,TRUE,TRUE,FALSE,FALSE,2.9,"Shimento, Inc.",Charlotte,North Carolin,"Benicia, CA",1-50,,Company - Private,,,$1 to $5 million (USD),3,1,5
Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,FALSE,FALSE,,Parks Heating & Cooling,Indian Trail,North Carolin,"Indian Trail, NC",51-200,1973,Company - Public,General Repair & Maintenance,"Construction, Repair & Maintenance",$10 to $25 million (USD),17.5,10,25
Systems/Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,FALSE,FALSE,FALSE,3.6,Randstad,Charlotte,North Carolin,"Atlanta, GA",1001-5000,,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,,
Data Analyst (Real Time Data Consultant Needed),54000-75000,54000,75000,64500,FALSE,TRUE,FALSE,TRUE,FALSE,4.6,"Conch Technologies, Inc",Charlotte,North Carolin,"Memphis, TN",51-200,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),7.5,5,10
Data Visualization Analyst,54000-75000,54000,75000,64500,TRUE,TRUE,TRUE,TRUE,FALSE,5,Pcr Staffing,Huntersville,North Carolin,"Charlotte, NC",1-50,,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),7.5,5,10
Market Data Analyst - 100 % Remote,54000-75000,54000,75000,64500,FALSE,TRUE,TRUE,FALSE,FALSE,3.5,Tek Leaders,Charlotte,North Carolin,"Plano, TX",501-1000,2016,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Application Programmer V/ Database Developer/ Data Analyst,54000-75000,54000,75000,64500,FALSE,FALSE,FALSE,FALSE,FALSE,4.3,Data Inc.,Charlotte,North Carolin,"Montvale, NJ",501-1000,1983,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Data Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,FALSE,FALSE,5,"Staffigo Technical Services, Llc",Charlotte,North Carolin,"Woodridge, IL",51-200,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),75,50,100
Data Analyst,54000-75000,54000,75000,64500,FALSE,FALSE,TRUE,FALSE,FALSE,,Livemindz,Charlotte,North Carolin,"Dallas, TX",51-200,,Company - Private,,,Unknown / Non-Applicable,,,
Data Standardization Analyst(S),54000-75000,54000,75000,64500,TRUE,FALSE,FALSE,FALSE,FALSE,3.2,London Stock Exchange Group,Charlotte,North Carolin,"London, United Kingdom",1001-5000,1698,Company - Public,Stock Exchanges,Finance,$50 to $100 million (USD),75,50,100
Data Mgmt Analyst,54000-75000,54000,75000,64500,FALSE,FALSE,FALSE,FALSE,FALSE,4.1,Kforce,Charlotte,North Carolin,"Tampa, FL",> 10000,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),1500,1000,2000
"Data Quality Analyst, Financial Services",54000-75000,54000,75000,64500,TRUE,FALSE,TRUE,FALSE,FALSE,3.4,Ntt Data Services,Charlotte,North Carolin,"Tokyo, Japan",> 10000,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),,,
Jr. Data Analyst,54000-75000,54000,75000,64500,FALSE,FALSE,TRUE,FALSE,FALSE,4,Meridian Technologies,Charlotte,North Carolin,"Farmington Hills, MI",Unknown-,,Unknown,,,Unknown / Non-Applicable,,,
Data Governance Analyst,54000-75000,54000,75000,64500,TRUE,FALSE,FALSE,FALSE,FALSE,3.9,"Teksystems, Inc",Charlotte,North Carolin,"Hanover, MD",1001-5000,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),3500,2000,5000
